id,summary
id117s363,"<p><b>Make It in America Act</b></p> <p>This bill addresses domestic content requirements and narrows instances in which waivers may be granted.</p> <p>Specifically, the bill directs the Office of Management and Budget (OMB), acting through the Office for Federal Procurement Policy, to promulgate regulations to standardize and simplify how federal agencies comply with, report on, and enforce the Buy American Act, including guidelines to ensure that a project is not disaggregated for purposes of avoiding the applicability of such requirements. </p> <p>The bill increases American-made content requirements from 50% to 75%. </p> <p>Before granting a waiver in the public interest with respect to a product sourced from a foreign country, a federal agency shall assess whether a significant portion of the cost advantage of the product is the result of the use of dumped steel, iron, or manufactured goods or the use of injuriously subsidized steel, iron, or manufactured goods.</p> <p>The OMB shall establish within it a Made in America Office to maximize and enforce compliance with domestic preference statutes, develop and implement procedures to review waiver requests, ensure that contracting personnel at each federal agency annually complete training on obligations under such statutes, and ensure the development of a domestic supply base to meet federal procurement requirements.</p> <p>The bill directs the Department of Transportation to enter into a technical assistance partnership with the Department of Commerce to ensure the development of a domestic supply base to support intermodal transportation in the United States and to ensure compliance with domestic preference statutes.</p>"
id117s252,"<p><b>State &amp; Local Emergency Stabilization Fund Act of 2021</b></p> <p>This bill appropriates $600 billion in additional funding for states, territories, tribal governments, and local communities due to the COVID-19 (i.e., coronavirus disease 2019) public health emergency and allows additional uses for Coronavirus Relief Fund payments.</p> <p>The bill allows payments under this bill or from the Coronavirus Relief Fund to be used for expenditures from January 1, 2020, to June 30, 2022, regardless of a connection to the COVID-19 emergency. Payments may not be used to provide a tax cut, rebate, or other tax benefit or to reduce or eliminate a fee.</p> <p>The funds provided by this bill are allocated between (1) the U.S. Virgin Islands, Guam, the Northern Mariana Islands, American Samoa; (2) tribal governments; (3) states, the District of Columbia, and Puerto Rico; and (4) local communities.</p> <p>Payment amounts for states, the District of Columbia, and Puerto Rico are based on population and the coronavirus infection rate. The bill sets a minimum payment amount.</p>"
id117s257,"<p><b>Emergency Support for STEM Act</b></p> <p>This bill provides FY2021 appropriations for grants to states and, through them, subgrants to eligible public elementary and secondary schools and nonprofit programs to support hands-on learning opportunities in science, technology, engineering, and mathematics (STEM) education, including through remote learning, after-school activities, and innovative learning opportunities (e.g., robotics competitions).</p> <p>The amounts provided by the bill are designated as an emergency requirement pursuant to the Statutory Pay-As-You-Go Act of 2010 (PAYGO) and the Senate PAYGO rule.</p>"
id117s372,"<p><b>Ensuring Quality Care for </b><b>O</b><b>ur Veterans Act</b></p> <p>This bill directs the Department of Veterans Affairs (VA) to contract with a nonfederal organization to conduct a quality management review of hospital care or medical services furnished by each Veterans Health Administration (VHA) provider whose license was terminated by a state licensing board based upon care or services provided in a non-VHA facility.</p> <p>If a review determines that the standard of care was not met, the VA shall notify the individual who received such care or services.</p>"
id117s209,"<p><b>Emergency Assistance for Rural Water Systems Act</b> <b>of 2021</b></p> <p>This bill allows, and provides funds for, the Department of Agriculture (USDA) to provide grants and loans, as well as loan forgiveness, modification, and refinancing, to rural water, wastewater, or waste disposal facilities. Specifically, USDA may provide such assistance for purposes of ensuring public health, safety, and order and to address financial hardships, in particular those due to the COVID-19 (i.e., coronavirus disease 2019) public health emergency.</p>"
id117s292,"<p><b>Extreme Risk Protection Order and Violence Prevention Act of 2021</b></p> <p>This bill establishes a new grant program to help states and Indian tribes implement extreme risk protection order laws. </p> <p>Extreme risk protection order laws, or red flag laws, generally allow certain individuals (e.g., law enforcement officers or family members) to petition a court for a temporary order that prohibits an at-risk individual from purchasing and possessing firearms.</p> <p>The bill also expands the categories of persons who are prohibited from receiving, possessing, shipping, or transporting a firearm or ammunition. Specifically, it adds a new category of prohibited persons: persons who are subject to an extreme risk protection order. </p>"
id117s206,"<p><b>Parental Accessibility Rights for Emergency and Negligent Treatment Act</b></p> <p>This bill expands the scope of advance directive policies and related disclosures for providers under Medicaid and the Children's Health Insurance Program (CHIP).</p> <p>Specifically, providers (e.g., hospitals, hospice programs, and home health care providers) must have advance directive policies for minors (rather than only adults) and must disclose such policies on the provider's website and upon request. Providers must also disclose information regarding (1) an individual's rights with respect to life-sustaining procedures, including hydration and sustenance; and (2) whether parental consent is required to provide, withdraw, or deny life-sustaining procedures, or to institute a do-not-resuscitate order, for a minor.</p>"
id117s290,"<p>This bill directs the President to designate an employee of the National Security Council to be the permanent coordinator for pandemic prevention and response for the federal government.</p> <p>The coordinator shall (1) serve&nbsp;as the principal advisor to the President regarding pandemic prevention and response, and (2) lead interagency coordination for&nbsp;such prevention and response.</p> <p>The coordinator may represent the United States in bilateral and multilateral discussions and agreements on matters relevant to&nbsp;such prevention and response.</p>"
id117s207,"<p><b>Parental Right to Know Act</b></p> <p>This bill expands the scope of advance directive policies and related disclosures for providers under Medicaid and the Children's Health Insurance Program (CHIP).</p> <p>Specifically, providers (e.g., hospitals, hospice programs, and home health care providers) must have advance directive policies for minors (rather than only adults). Providers must also disclose policies regarding parental access to a minor's medical records. </p>"
id117s222,"<p><b>American Opportunity Accounts Act</b></p> <p>This bill establishes tax-exempt American Opportunity Accounts to provide children at birth with a $1,000 savings account with annual contributions up to $2,000 depending on family income. The accounts are available to children at age 18 for specified purposes, including educational expenses, home ownership, and investment that provides long-term returns.</p>"
id117s172,"<p>This bill authorizes the National Medal of Honor Museum Foundation to establish a commemorative work on federal land in the District of Columbia in honor of the extraordinary acts of valor, selfless service, and sacrifice displayed by Medal of Honor recipients. </p> <p>The foundation shall be solely responsible for the acceptance of contributions for, and the payment of expenses of, the establishment of the commemorative work. </p> <p>Federal funds may not be used to pay any expenses for the establishment of the commemorative work.</p> <p> <p>"
id117s285,"<p><strong>Medicaid Reentry Act</strong> <b><b>of 2021</b></b></p> <p>This bill allows Medicaid payment for medical services furnished&nbsp;to an&nbsp;incarcerated individual&nbsp;during the 30-day period preceding the individual's release. The Medicaid and Children's Health Insurance Program (CHIP) Payment and Access Commission must report on specified information relating to the accessibility and quality of health care for incarcerated individuals, including the impact of the bill's changes. </p>"
id117s275,"<p><b>Retirement Freedom Act</b></p> <p>This bill allows an individual to opt out of Medicare hospital services benefits without also having to opt out of Old Age, Survivors, and Disability Insurance benefits and without having to repay Medicare hospital services benefits already received. The bill also allows an individual to opt back in with no penalty.</p>"
id117s86,"<p><b>Prenatal Nondiscrimination Act or PRENDA</b> </p> <p>This bill creates new federal crimes related to the performance of sex-selection abortions (i.e., abortions based on the sex or gender of an unborn child).</p> <p>It subjects a violator to criminal penalties&#8212;a fine, a prison term of up to five years, or both.</p> <p>It also authorizes civil remedies, including damages and injunctive relief.</p> <p>A woman who undergoes a sex-selection abortion may not be prosecuted or held civilly liable."
id117s176,"<p><b>Ensuring Understanding of COVID-19 to Protect Public Health Act</b></p> <p>This bill requires the National Institutes of Health (NIH), in consultation with the Centers for Disease Control and Prevention, to conduct a longitudinal study on the health impacts of COVID-19 (i.e., coronavirus disease 2019). The NIH must provide public summaries of findings on specified timelines.</p>"
id117s245,"<p><b>States Achieve Medicaid Expansion Act of 2021 or the SAME Act of 2021</b></p> <p>This bill provides an enhanced federal matching rate to every state that expands Medicaid&nbsp;coverage for&nbsp;individuals who are newly eligible under the Patient Protection and Affordable Care Act, regardless of when&nbsp;such expansion takes place. </p> <p>Under current law, the enhanced Federal Medical Assistance Percentage (FMAP) is equivalent to 100% in 2014 through 2016, 95% in 2017, 94% in 2018, 93% in 2019, and 90% thereafter. The bill retains this enhanced FMAP, but bases it on a term of years rather than on specific dates.</p> <p>The bill applies retroactively.</p>"
id117s144,"<p><b>Desert Sage Youth Wellness Center Access Improvement Act</b></p> <p>This bill authorizes the Indian Health Service (IHS) to purchase certain private land in Hemet, California, at fair market value and then construct a paved road on that land to facilitate access to the Desert Sage Youth Wellness Center. The IHS shall maintain the road or enter an agreement with Riverside County, California, to maintain the road.</p>"
id117s157,"<p><b>Virtual Peer Support Act of 2021</b></p> <p>This bill appropriates funding for grants to transition behavioral health peer support services that are provided at no cost to participants from in-person to virtual platforms or to otherwise expand these kinds of virtual services.</p> <p>Specifically, the Substance Abuse and Mental Health Services Administration must award competitive grants to certain consumer-controlled or consumer-run organizations and tribal communities. Among other eligibility requirements for these grants, entities must have offered certain behavioral health services at no cost to participants before the declaration of the COVID-19 (i.e., coronavirus disease 2019) public health emergency.</p>"
id117s320,<p><b>John Lewis NIMHD Research Endowment Revitalization Act of 2021</b></p> <p>This bill expands eligibility for research endowments available through the National Institute on Minority Health and Health Disparities to include former centers of excellence at health professional schools and biomedical and behavioral research institutions that meet criteria related to the inclusion of underrepresented minority individuals in programs and activities.</p>
id117s251,"<p><b>Protection of Women and Girls in Sports Act of 2021</b></p> <p>This bill makes it a violation of federal law for a recipient of federal funds who operates, sponsors, or facilitates athletic programs or activities to permit a person whose sex is male to participate in an athletic program or activity that is designated for women or girls.</p> <p>The bill specifies that sex shall be recognized based solely on a person's reproductive biology and genetics at birth.</p>"
id117s318,"<p><b>Presidential Pardon Transparency Act of 2021</b></p> <p>This bill requires certain information about presidential pardons and reprieves to be made public.</p> <p>Specifically, the President must publish the issue date, recipient, and full text of each pardon or reprieve granted.</p>"
id117s90,<p><b>District of Columbia Police Home Rule Act</b></p> <p>This bill restricts the authority of the President to assume control of the District of Columbia Metropolitan Police Department during an emergency.</p>
id117s114,"<p><b>SOAR Permanent Authorization Act</b></p> <p>This bill permanently reauthorizes and amends the Scholarships for Opportunity and Results (SOAR) Program, which provides education funding for the District of Columbia, including for private school vouchers, public schools, and public charter schools.</p> <p>The bill requires participating private schools to be fully accredited by (1) an accrediting body with jurisdiction in the District that is recognized by the Student and Visitor Exchange English Language Program administered by U.S. Immigration and Customs Enforcement, or (2) any international accrediting body designated by the Department of Education (ED).</p> <p>The bill revises the manner in which tutoring services provided under the program are funded.</p> <p>The bill revises several requirements concerning SOAR evaluations, including concerning (1) frequency; (2) ED's and the Institute of Education Sciences' duties; and (3) the issues to be evaluated, including high school and college performance measurements.</p>"
id117s139,<p> <b>Defund Planned Parenthood Act</b> <p>This bill prohibits federal funding of Planned Parenthood Federation of America or its affiliates.
id117s152,"<p><b>Right to Test Act</b></p> <p>This bill authorizes a state's public health department, or another entity designated by the state's governor, to approve a diagnostic test or diagnostic device (e.g., a test for the virus that causes COVID-19, or coronavirus disease 2019) for use during a public health emergency. </p> <p>Unless requested by the governor of the state, the Food and Drug Administration (FDA) must not, during the emergency, engage in certain enforcement actions related to such a test or device.</p> <p>Not later than 180 days following the end of the public health emergency, the FDA must review and make a final determination concerning approval of the test or device.</p>"
id117s130,"<p><b>District of Columbia National Guard Home Rule Act </b> </p> <p>This bill makes the Mayor of the District of Columbia, rather than the President of the United States, the Commander-in-Chief of the National Guard of the District of Columbia.</p>"
id117s326,"<p><b>Measuring the Economic Impact of Broadband Act of 2021</b></p> <p>This bill requires the Department of Commerce to conduct a biennial assessment and analysis regarding the contribution of the digital economy to the U.S. economy.</p> <p>In conducting this assessment, Commerce must consider the impact of (1) the deployment and adoption of digital-enabling infrastructure and broadband, (2) various kinds of e-commerce, and (3) the production and consumption of digital media.</p>"
id117s776,Provides for the relief of Rebecca Trimble.
id117s155,"<p><b>Equal Access to Care Act</b></p> <p>This bill temporarily authorizes a health care provider who is physically located and duly licensed in one state to provide telehealth services to individuals in one or more additional states in which the provider is not licensed during the COVID-19 (i.e., coronavirus disease 2019) emergency period.</p>"
id117s279,"<p><b>National Broadband Plan for the Future Act of 2021</b></p> <p>This bill requires the Federal Communications Commission (FCC) to update the national broadband plan, which establishes benchmarks to meet the goal of ensuring that all people of the United States have access to broadband capability.</p> <p>This update must include (1) an assessment of the progress in achieving the goals of the original national broadband plan; (2) an examination of the effects of the COVID-19 (i.e., coronavirus disease 2019) pandemic on how people learn, work, receive medical information and treatment, and participate in civic communications; and (3) an analysis of the change in reliance people will have on services enabled by broadband internet access service as a result of COVID-19. </p> <p>The FCC must report annually on its progress toward achieving the goals of the updated national broadband plan.</p>"
id117s166,"<p><b>Emergency Support for Substance Use Disorders Act</b></p> <p>This bill requires the Substance Abuse and Mental Health Services Administration to award grants to states, other jurisdictions, and community-based entities for harm reduction activities to address drug misuse during the COVID-19 (i.e., coronavirus disease 2019) pandemic.</p>"
id117s162,"<p><b>Anti-Racism in Public Health Act of 2021</b></p> <p>This bill establishes within the Centers for Disease Control and Prevention (CDC) a National Center on Antiracism and Health and a law enforcement violence prevention program.</p> <p>Among other activities, the new center must declare racism a public health crisis, collect and analyze data, and administer research and grant programs to address racism and its impact on health and well-being.</p> <p>Additionally, the bill specifically directs the CDC's National Center for Injury Prevention and Control, in coordination with the Department of Justice and other relevant stakeholders, to carry out the law enforcement violence prevention program by conducting research and supporting other activities pertaining to law enforcement violence and public health.</p>"
id117s154,"<p><b>Reciprocity Ensures Streamlined Use of Lifesaving Treatments Act of 2021 </b></p> <p>This bill establishes a reciprocal marketing approval process that allows for the sale of a drug, biological product, or medical device that has not been approved by the Food and Drug Administration (FDA) if the product is approved for sale in another country and there is an unmet need. </p> <p>Specifically, the bill requires the product's sponsor to demonstrate, among other things, that (1) the product has been approved in one of the specified countries, (2) neither the FDA nor any of the specified countries have withdrawn approval for the product because of safety or effectiveness concerns, and (3) there is a public health or unmet medical need for the product.</p> <p>The FDA may decline approval if the FDA determines that the product is not safe or effective. The FDA may condition reciprocal approval on the conduct of postmarket studies.</p> <p>The FDA must issue a decision on whether to grant a request for reciprocal marketing approval within 30 days of receiving the request. </p> <p>Congress may pass a joint resolution to grant reciprocal marketing approval of a product that the FDA declines to approve through the reciprocal process.</p>"
id117s164,"<p><b>Advancing Education on Biosimilars Act of 2021</b></p> <p>This bill requires the Food and Drug Administration (FDA) to advance education and awareness among health care providers about biological products as appropriate, including by developing or improving continuing education programs that address the prescribing of biological products and biosimilars. (A biosimilar is a biological product that is highly similar to an FDA-approved reference biological product and has no clinically meaningful differences from that reference product.)<br> <br> The FDA may also maintain and operate a website to provide educational materials about biological products.</p>"
id117s291,"<p><b>National Office of New Americans Act</b></p> <p>This bill establishes the National Office of New Americans (NONA) within the Executive Office of the President to promote and support the integration of immigrants and refugees into the social, cultural, economic, and civic life of the United States.</p> <p>The NONA shall also establish the Federal Initiative on New Americans. The initiative shall establish a coordinated federal program to respond effectively to immigrant and refugee integration issues such as language learning, adult education and workforce training, health care, and naturalization.</p>"
id117s274,"<p><b>Stronger Medicaid Response to the COVID-19 Pandemic Act</b></p> <p>This bill allows COVID-19 (i.e., coronavirus disease 2019) vaccines, prevention, and treatment, as well as prevention and treatment for conditions that may complicate COVID-19 treatment, for uninsured individuals to be covered under Medicaid during the public health emergency. (Currently, state Medicaid programs have the option to cover COVID-19 testing for uninsured individuals.)</p> <p>The bill also (1) specifically allows COVID-19 testing, vaccines, prevention, and treatment, as well as prevention and treatment for complicating conditions, for certain unlawful aliens to be covered under Medicaid during the public health emergency; and (2) specifies how the value and provision of COVID-19 assistance should be considered with respect to certain governmental programs and requirements.</p>"
id117s380,"<p><strong>Health Savings Act of 2021</strong></p> <p>This bill modifies the requirements for health savings accounts (HSAs) to</p> <ul> <li>rename high deductible health plans as HSA-qualified health plans; </li> <li>allow spouses who have both attained age 55 to make catch-up contributions to the same HSA; </li> <li>make Medicare Part A (hospital insurance benefits) beneficiaries eligible to participate in an HSA;</li> <li>allow individuals eligible for hospital care or medical services under a program of the Indian Health Service or a tribal organization to participate in an HSA; </li> <li>allow members of a health care sharing ministry to participate in an HSA; </li> <li>allow individuals who receive primary care services in exchange for a fixed periodic fee or payment, or who receive health care benefits from an onsite medical clinic of an employer, to participate in an HSA; </li> <li>include amounts paid for prescription and over-the-counter medicines or drugs as <i>qualified medical expenses</i> for which distributions from an HSA or other tax-preferred savings accounts may be used; </li> <li> increase the limits on HSA contributions to match the sum of the annual deductible and out-of-pocket expenses permitted under a high deductible health plan; and </li> <li>allow HSA distributions to be used to purchase health insurance coverage.</li> </ul> <p>The bill also (1) exempts HSAs from creditor claims in bankruptcy, and (2) reauthorizes Medicaid health opportunity accounts. </p> <p>The bill allows a medical care tax deduction for (1) exercise equipment, physical fitness programs, and membership at a fitness facility; (2) nutritional and dietary supplements; and (3) periodic fees paid to a primary care physician and amounts paid for pre-paid primary care services. </p>"
id117s317,"<p><b>Quality Care for Nursing Home Residents and Workers During COVID-19 Act </b></p> <p>This bill modifies several requirements for Medicare skilled nursing facilities (SNFs) and Medicaid nursing facilities (NFs) during the public health emergency relating to COVID-19 (i.e., coronavirus disease 2019).</p> <p>Specifically, SNFs and NFs must comply with specified quality of care, worker safety, and transparency requirements, subject to civil penalties. Requirements include (1) testing residents and employees for COVID-19 weekly or before shifts, respectively, and reporting any lack of available testing kits on a daily basis; (2) providing at least two weeks of paid sick leave to each employee; and (3) reporting the number of COVID-19 cases and deaths, including demographic information, on a daily basis.</p> <p>The Centers for Medicare &amp; Medicaid Services&nbsp;must also distribute funds to allow states to establish strike teams that may be deployed to SNFs and NFs within 72 hours of three or more COVID-19 diagnoses to help separate those who have been exposed, supervise testing, and ensure enforcement of whistleblower protections, among other needs. Teams must include members of the National Guard, public health officials, medical experts, and representatives of residents and workers.</p>"
id117s314,"<p><b>Klamath Tribe Judgment Fund Repeal Act</b></p> <p>This bill repeals the Klamath Tribe Judgment Fund Act, which sets forth how funds credited to the Klamath Tribe must be distributed.</p> <p>The Department of the Interior must disburse to the tribe the balance of funds that were appropriated or deposited into per capita trust accounts and trust accounts for remaining legal fees and administration.</p>"
id117s334,"<p><b>IMPACT to Save Moms Act </b></p> <p>This bill requires the Centers for Medicare &amp; Medicaid Services to establish the Perinatal Care Alternative Payment Model Demonstration Project to allow states to test payment models for maternity care, including postpartum care, under Medicaid and the Children's Health Insurance Program (CHIP). </p> <p>Additionally, the Medicaid and CHIP Payment and Access Commission must report on specified information relating to the continuity of coverage for pregnant and postpartum women under Medicaid and CHIP. </p>"
id117s331,"<p><strong>ABLE Age Adjustment Act</strong></p> <p>This bill increases from 26 to 46 the age&nbsp;threshold for tax-favored ABLE (Achieving a Better Life Experience) accounts. (ABLE accounts are designed to enable individuals with disabilities to save for and pay for disability-related expenses. To establish an account, an individual must have a qualifying impairment that began before the individual attained the age threshold.)</p>"
id117s181,"<p>This bill provides for the award of a Congressional Gold Medal posthumously to Fred Korematsu in recognition of his contributions to civil rights, his loyalty and patriotism to the nation, and his dedication to justice and equality.</p>"
id117s366,"<p><b>Confederate Monument Removal Act</b></p> <p>This bill prohibits a state from providing for display in National Statuary Hall a statue of a person who voluntarily served with the Confederate States of America, and it provides for the removal, return, and replacement of any statue currently on display that depicts such a person.</p>"
id117s303,"<p><b>Essential Transportation Employee Safety Act of 2021</b></p> <p>This bill requires the Department of Transportation (DOT) to support the efforts of state and local governments to prioritize COVID-19 (i.e., coronavirus disease 2019) testing of transportation workers who are categorized as essential critical infrastructure workers. <i>Essential critical infrastructure employees</i> include those who work in industries such as medical and health care, telecommunications, information technology systems, defense, food and agriculture, transportation and logistics, energy, water and wastewater, law enforcement, and public works.</p> <p>Additionally, during the COVID-19 pandemic, DOT must require (1) the owners and operators of equipment or facilities used by passenger or freight transportation employers to implement personal protective equipment and disinfection and sanitization procedures; and (2) an air carrier to submit to the Federal Aviation Administration (FAA) a proposal to permit pilots to wear masks or protective face coverings in the flight deck, including a safety risk assessment with respect to such proposal.</p> <p>The bill sets forth requirements for owners or operators who cannot acquire necessary personal protective equipment due to market unavailability.</p> <p>For the duration of the COVID-19 national emergency, the FAA must (1) provide certain employees, including air traffic controllers and airway transportation systems specialists, with personal protective and sanitizing equipment; (2) ensure that air traffic control facilities are cleaned, disinfected, and sanitized frequently; and (3) ensure its contractors provide their employees with personal protective equipment.</p>"
id117s323,"<p>This bill terminates the Department of Education on December 31, 2021.</p>"
id117s325,"<p>This bill extends the deadline, from three years to five years, for the Alyce Spotted Bear and Walter Soboleff Commission on Native Children to submit its report to the President and Congress. The commission was established to conduct a comprehensive study of federal, state, local, and tribal programs that serve Native children and to develop plans for federal policy related to Native children.</p>"
id117s311,"<p><b>Stopping Doctor Shortages Act</b></p> <p>This bill makes certain full-time health care practitioners eligible for the Public Service Loan Forgiveness program. Specifically, the bill extends program eligibility to health care practitioners who work at a nonprofit or public hospital or facility but are prohibited under state law from being directly employed by the hospital or facility.</p>"
id117s259,"<p><b>Safe and Affordable Drugs from Canada Act of 2021</b></p> <p>This bill requires the Food and Drug Administration (FDA) to allow for the personal importation of prescription drugs from Canada in certain instances.</p> <p>Such a drug must (1) be purchased from an approved Canadian pharmacy and dispensed by a pharmacist licensed in Canada; (2) be purchased by an individual for personal use only and in quantities not to exceed a 90-day supply; (3) be filled using a valid prescription from a physician licensed in a U.S. state; and (4) have the same active ingredients, route of administration, dosage form, and strength as an FDA-approved drug. Certain types of drugs may not be imported under this program, such as controlled substances, biological products, or intravenously injected drugs.</p> <p>An approved pharmacy under this program must be located and licensed in Canada and meet additional requirements, such as participation in ongoing and comprehensive quality assurance programs. </p> <p>The FDA shall publish a list of approved Canadian pharmacies on a website. </p> <p>"
id117s356,"<p><b>Transportation Opportunities for Professional Service Act or the</b> <b>TOPS Act</b></p> <p>This bill establishes federal training and educational programs to develop the transportation workforce.</p> <p>It directs the Department of Transportation to </p> <ul> <li>create a task force on developing a 21st century surface transportation workforce;</li> <li> provide grants to partnerships including states, institutions of higher education, and others, to support transportation-sector education and workforce development projects;</li> <li>conduct a national and international scanning tour of surface transportation agencies to identify critical future investment in workforce development;</li> <li>designate certain geographically diverse consortia of two-year institutions of higher education as Community and Technical College Centers of Excellence in Transportation Workforce Training; </li> <li>establish and administer a transportation workforce outreach program to carry out a series of public service announcement campaigns, including to increase diversity and the awareness of career opportunities in the transportation sector; and</li> <li>address emerging technologies in the transportation workforce, including cybersecurity related to such technologies.</li> </ul> <p>Additionally, the Government Accountability Office must study issues relating to workforce development in intelligent and zero-emissions transportation technologies.</p>"
id117s824,"Designates the facility of the United States Postal Service located at 17 East Main Street in Herington, Kansas, as the ""Captain Emil J. Kapaun Post Office Building."""
id117s234,"<p><b>Americans Giving Care to Elders (AGE) Act of 2021</b></p> <p>This bill allows a tax credit for a portion of a taxpayer's expenses for eldercare.</p> <p> The credit applies to expenses to care for certain relatives or members of the taxpayer's household who have attained the age of 65 and require assistance with activities of daily living.</p> <p>Eldercare expense include amounts paid for: </p> <ul> <li> medical care, </li> <li> lodging away from home, </li> <li> adult day services, </li> <li> personal care, </li> <li> respite care, </li> <li> assistive technologies and devices (including remote health monitoring), </li> <li> environmental modifications (including home modifications), and </li> <li> counseling or training for a caregiver. </li> </ul> <p>The amount of eldercare expenses incurred during any year that may be taken into account for the credit may not exceed $6,000.</p>"
id117s284,"<p><b>Library Stabilization Fund Act</b></p> <p>This bill provides funds for library services and technology. These funds may be used for maintaining and enhancing library operations and services, offering greater access to technology (e.g., purchasing and lending hotspots and other technology), and ensuring training and technical support for libraries.</p> <p>The amounts provided by the bill are designated as an emergency requirement pursuant to the Statutory Pay-As-You-Go Act of 2010 (PAYGO) and the Senate PAYGO rule.</p>"
id117s69,"<p><b>Conservation Funding Protection Act</b></p> <p>This bill requires the Department of the Interior to hold at least two region-wide oil and gas lease sales per year in the Gulf of Mexico. Each lease sale must include areas in the Central Gulf of Mexico Planning Area and the Western Gulf of Mexico Planning Area. In addition, the bill establishes deadlines for completing environmental reviews of the lease sales.</p>"
id117s400,"<p><b>William T. Coleman, Jr., Department of Transportation Headquarters Act</b></p> <p>This bill designates the headquarters building of the Department of Transportation located at 1200 New Jersey Avenue, SE, in Washington, DC, as the William T. Coleman, Jr., Federal Building.</p>"
id117s375,"<p><b>Puerto Rico Recovery Accuracy in Disclosures Act of 2021 or PRRADA</b></p> <p>This bill requires professionals employed in debt adjustment cases involving Puerto Rico to file verified statements disclosing their connections with the debtor, creditors, and other interested parties before seeking compensation for their services. </p>"
id117s399,"<p><b>No Coronavirus Copays for Veterans Act</b></p> <p>This bill prohibits the Department of Veterans Affairs from requiring a co-payment or other cost sharing for qualifying preventive services related to COVID-19 (i.e., coronavirus disease 2019). A qualifying preventive service is intended to prevent or mitigate COVID-19 and is either (1) an evidence-based item or service with an <i>A</i> or <i>B</i> rating in the current recommendations of the U.S. Preventive Services Task Force, or (2) an immunization that has in effect a recommendation from the Advisory Committee on Immunization Practices of the Centers for Disease Control and Prevention with respect to the individual involved.</p> <p>Such a prohibition shall take effect 15 business days after the date on which a recommendation is made regarding a qualifying preventive service related to COVID-19.</p>"
id117s361,"<p>This bill modifies the time limit from 150 days to 90 days to file a petition for judicial review of a permit, license, or approval for a highway or public transportation capital project.</p>"
id117s339,"<p><b>Federal Initiative to Guarantee Health by Targeting Fentanyl Act</b></p> <p>This bill places fentanyl-related substances as a class into schedule I of the Controlled Substances Act. A schedule I controlled substance is a drug, substance, or chemical that has a high potential for abuse; has no currently accepted medical value; and is subject to regulatory controls and administrative, civil, and criminal penalties under the Controlled Substances Act.</p> <p>Additionally, the bill prohibits the application of a mandatory minimum prison term for certain drug offenses involving fentanyl-related substances.</p>"
id117s244,"<p><b>Eric Garner Excessive Force Prevention Act</b></p> <p>This bill modifies the criminal civil rights statute that prohibits deprivation of rights under color of law.</p> <p>Current law prohibits the deprivation of federally protected rights, privileges, or immunities by a government official (including a law enforcement officer). It also prohibits the application of different punishments, pains, or penalties based on an individual's alien status, color, or race.</p> <p>This bill specifies that the application of any pressure to the throat or windpipe, the use of maneuvers that restrict blood or oxygen flow to the brain, or the use of carotid artery restraints which may prevent or hinder breathing or reduce intake of air is a deprivation of a right, privilege, or immunity and is a punishment, pain, or penalty.</p>"
id117s407,"<p><b>Air America Act of </b><b>2021</b></p> <p>This bill establishes the service of Air America employees as qualifying service for purposes of the Civil Service Retirement System. (Air America was a government-owned airline that provided air transport for certain covert operations in Southeast Asia, including Laos and Vietnam, between 1950 and 1976.)</p> <p>The bill applies to U.S. citizens who were employees of Air America or another affiliated company, as specified, between January 1, 1950 and December 31, 1976. Benefit applications must be filed within two years of the date of enactment of this bill.</p>"
id117s220,"<p><b>Emergency Family Stabilization Act</b></p> <p>This bill establishes a competitive grant program within the Administration for Children and Families (ACF) for family stabilization agencies to provide emergency relief to children, youth, and families experiencing homelessness. These agencies include current ACF grantees or subgrantees, Indian tribes, tribal organizations, Native Hawaiian organizations, and other organizations with expertise providing direct services to those experiencing homelessness. Recipients may use grant funds for, among other purposes, personnel costs, personal protective equipment, and other supplies to mitigate the spread of COVID-19 (i.e., coronavirus disease 2019), as well as payments for security deposits and other housing-related needs.</p> <p>Additionally, the ACF must award the grants based on factors including the need for the services in the area served by the agency and specified allocation and prioritization requirements.</p>"
id117s240,"<p><b>Supporting Children with Disabilities During COVID-19 Act</b></p> <p>This bill provides FY2021 supplemental appropriations for grants to assist states in providing special education and related services to children with disabilities and for specified early childhood education programs for children with disabilities.</p> <p>Additionally, the bill specifies reporting requirements related to the use of these funds. It also requires the Department of Education to publish on its website, and the Department of Health and Human Services to release, certain expenditure reports related to these funds.</p> <p>The amounts provided by the bill are designated as an emergency requirement pursuant to the Statutory Pay-As-You-Go Act of 2010 (PAYGO) and the Senate PAYGO rule.</p>"
id117s193,"<p><b>Adopt the Greenhouse gases, Regulated Emissions, and Energy use in Transportation model Act or the Adopt GREET Act</b></p> <p>This bill requires the Environmental Protection Agency (EPA) to update the methodology used in life-cycle analyses of greenhouse gas emissions that result from the production and use of corn-based ethanol and biodiesel fuel. The EPA must update its methodology within 90 days and every five years thereafter. In the first update, the EPA must adopt the most recent Greenhouse gases, Regulated Emissions, and Energy use in Transportation model (commonly referred to as the GREET model) developed by Argonne National Laboratory. </p>"
